,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,Date
117,22100059,1610612737,Hawks,ATL,Atlanta,240:00:00,109.1,107.4,101.1,104.2,8.1,3.2,0.525,1.91,15.5,0.362,0.741,0.545,11.767,11.6,0.458,0.493,1,0.199,95.72,95,79.17,95,0.506,2021-10-27
118,22100060,1610612750,Timberwolves,MIN,Minnesota,240:00:00,107.1,113,107.7,108,-0.6,5,0.674,1.71,20.1,0.327,0.724,0.542,16.117,17,0.544,0.574,1,0.197,102.86,100,83.33,100,0.538,2021-10-27
119,22100060,1610612749,Bucks,MIL,Milwaukee,240:00:00,107.7,108,107.1,113,0.6,-5,0.564,2.44,16.3,0.276,0.673,0.458,8.978,9,0.484,0.518,1,0.2,102.86,100,83.33,100,0.462,2021-10-27
120,22100061,1610612760,Thunder,OKC,Oklahoma City,240:00:00,117.4,117.1,109.4,110.6,8.1,6.6,0.488,1.31,15.5,0.261,0.75,0.511,15.273,15.2,0.587,0.623,1,0.199,104.96,104.5,87.08,105,0.518,2021-10-27
121,22100061,1610612747,Lakers,LAL,Los Angeles,240:00:00,109.4,110.6,117.4,117.1,-8.1,-6.6,0.63,1.71,20.1,0.25,0.739,0.489,16.166,16.3,0.56,0.586,1,0.2,104.96,104.5,87.08,104,0.482,2021-10-27
122,22100062,1610612758,Kings,SAC,Sacramento,240:00:00,104.2,110,106.4,104.9,-2.2,5.1,0.667,2.33,19.8,0.232,0.673,0.444,11.364,12,0.521,0.541,1,0.197,103.08,101,84.17,100,0.48,2021-10-27
123,22100062,1610612756,Suns,PHX,Phoenix,240:00:00,106.4,104.9,104.2,110,2.2,-5.1,0.548,2.09,16.7,0.327,0.768,0.556,10.939,10.8,0.484,0.517,1,0.201,103.08,101,84.17,102,0.52,2021-10-27
124,22100063,1610612757,Trail Blazers,POR,Portland,240:00:00,117.6,117.2,91.1,96,26.5,21.2,0.564,1.57,16.5,0.3,0.567,0.453,14.193,14.1,0.554,0.594,1,0.201,102,99.5,82.92,99,0.659,2021-10-27
125,22100063,1610612763,Grizzlies,MEM,Memphis,240:00:00,91.1,96,117.6,117.2,-26.5,-21.2,0.771,1.23,17.6,0.433,0.7,0.547,20.881,22,0.453,0.46,1,0.198,102,99.5,82.92,100,0.341,2021-10-27
126,22100064,1610612746,Clippers,LAC,LA,240:00:00,80.8,82.3,92.1,95.8,-11.3,-13.5,0.613,1.36,15.1,0.2,0.62,0.391,14.327,14.6,0.408,0.426,1,0.199,98.8,96,80,96,0.365,2021-10-27
127,22100064,1610612739,Cavaliers,CLE,Cleveland,240:00:00,92.1,95.8,80.8,82.3,11.3,13.5,0.364,0.57,9.5,0.38,0.8,0.609,21.025,21.9,0.426,0.495,1,0.198,98.8,96,80,96,0.635,2021-10-27
128,22100065,1610612755,76ers,PHI,Philadelphia,240:00:00,108.3,111.1,100.1,103,8.2,8.1,0.579,1.05,17,0.282,0.727,0.543,20.677,21.2,0.579,0.635,1,0.199,101.72,99,82.5,99,0.581,2021-10-28
129,22100065,1610612765,Pistons,DET,Detroit,240:00:00,100.1,103,108.3,111.1,-8.2,-8.1,0.629,1.57,16.4,0.273,0.718,0.457,13.742,14.1,0.483,0.521,1,0.197,101.72,99,82.5,99,0.419,2021-10-28
130,22100066,1610612764,Wizards,WAS,Washington,240:00:00,118.2,120.8,109.7,109.9,8.4,10.9,0.565,2.89,18.2,0.309,0.864,0.556,8.718,8.9,0.53,0.564,1,0.193,102.2,101,84.17,101,0.521,2021-10-28
131,22100066,1610612737,Hawks,ATL,Atlanta,240:00:00,109.7,109.9,118.2,120.8,-8.4,-10.9,0.542,2,19.5,0.136,0.691,0.444,12.851,12.9,0.58,0.589,1,0.196,102.2,101,84.17,101,0.479,2021-10-28
132,22100067,1610612752,Knicks,NYK,New York,240:00:00,108.6,110.6,107.7,109.6,0.9,1.1,0.41,1.23,13,0.271,0.837,0.557,13.57,13.8,0.524,0.554,1,0.197,95.74,94,78.33,94,0.475,2021-10-28
133,22100067,1610612741,Bulls,CHI,Chicago,240:00:00,107.7,109.6,108.6,110.6,-0.9,-1.1,0.694,3.57,19.9,0.163,0.729,0.443,7.316,7.4,0.494,0.55,1,0.199,95.74,94,78.33,94,0.525,2021-10-28
134,22100068,1610612762,Jazz,UTA,Utah,240:00:00,112.8,117.3,88.2,87.5,24.5,29.8,0.585,1.2,16.9,0.356,0.788,0.613,18.484,19.2,0.576,0.621,1,0.193,105.66,104,86.67,104,0.707,2021-10-28
135,22100068,1610612745,Rockets,HOU,Houston,240:00:00,88.2,87.5,112.8,117.3,-24.5,-29.8,0.484,1.36,11.4,0.212,0.644,0.387,10.667,10.6,0.374,0.433,1,0.2,105.66,104,86.67,104,0.293,2021-10-28
136,22100069,1610612759,Spurs,SAS,San Antonio,240:00:00,100.4,103.1,105.3,108.3,-4.9,-5.2,0.538,1.4,16.1,0.283,0.731,0.505,15.213,15.6,0.511,0.523,1,0.199,98.66,96,80,96,0.521,2021-10-28
137,22100069,1610612742,Mavericks,DAL,Dallas,240:00:00,105.3,108.3,100.4,103.1,4.9,5.2,0.439,1.38,14.3,0.269,0.717,0.495,13.169,13.5,0.562,0.549,1,0.199,98.66,96,80,96,0.479,2021-10-28
138,22100070,1610612763,Grizzlies,MEM,Memphis,265:00:00,93.6,95.4,90.8,93.5,2.8,1.9,0.641,1.39,17.1,0.276,0.792,0.523,16.193,16.5,0.464,0.504,1,0.2,100.73,98.26,81.89,109,0.537,2021-10-28
139,22100070,1610612744,Warriors,GSW,Golden State,265:00:00,90.8,93.5,93.6,95.4,-2.8,-1.9,0.744,1.26,19.7,0.208,0.724,0.477,20.669,21.3,0.511,0.53,1,0.196,100.73,98.26,81.89,108,0.463,2021-10-28
140,22100071,1610612761,Raptors,TOR,Toronto,240:00:00,116.2,118.3,110.1,116,6.1,2.3,0.419,2.25,14.8,0.239,0.653,0.453,8.45,8.6,0.552,0.575,1,0.197,96.86,93.5,77.92,93,0.541,2021-10-29
141,22100071,1610612753,Magic,ORL,Orlando,240:00:00,110.1,116,116.2,118.3,-6.1,-2.3,0.585,1.41,17.8,0.347,0.761,0.547,17.165,18.1,0.563,0.58,1,0.195,96.86,93.5,77.92,94,0.459,2021-10-29
142,22100072,1610612754,Pacers,IND,Indiana,240:00:00,92.3,97,102.9,102.9,-10.6,-5.9,0.541,1.43,14.6,0.298,0.776,0.519,13.193,13.9,0.441,0.475,1,0.2,104.08,101.5,84.58,101,0.424,2021-10-29
143,22100072,1610612751,Nets,BKN,Brooklyn,240:00:00,102.9,102.9,92.3,97,10.6,5.9,0.588,1.11,15.1,0.224,0.702,0.481,17.64,17.6,0.487,0.558,1,0.198,104.08,101.5,84.58,102,0.576,2021-10-29
144,22100073,1610612748,Heat,MIA,Miami,240:00:00,112.5,115.2,99.3,100,13.2,15.2,0.535,1.28,16.4,0.438,0.763,0.617,17.758,18.2,0.522,0.574,1,0.199,100.52,99,82.5,99,0.601,2021-10-29
145,22100073,1610612766,Hornets,CHA,Charlotte,240:00:00,99.3,100,112.5,115.2,-13.2,-15.2,0.6,1.91,15.9,0.237,0.563,0.383,11.035,11.1,0.461,0.497,1,0.201,100.52,99,82.5,99,0.399,2021-10-29
146,22100074,1610612758,Kings,SAC,Sacramento,240:00:00,110.8,111.9,102.8,107.9,8,4,0.475,1.36,15.3,0.122,0.698,0.471,13.725,13.9,0.556,0.621,1,0.198,104,101,84.17,101,0.559,2021-10-29
147,22100074,1610612740,Pelicans,NOP,New Orleans,240:00:00,102.8,107.9,110.8,111.9,-8,-4,0.429,1.8,13.1,0.302,0.878,0.529,9.434,9.9,0.474,0.5,1,0.198,104,101,84.17,101,0.441,2021-10-29
148,22100075,1610612743,Nuggets,DEN,Denver,240:00:00,102.2,105,75.8,75.8,26.3,29.2,0.651,1.4,20.5,0.238,0.877,0.606,19.283,19.8,0.584,0.597,1,0.195,101.3,100,83.33,101,0.73,2021-10-29
149,22100075,1610612742,Mavericks,DAL,Dallas,240:00:00,75.8,75.8,102.2,105,-26.3,-29.2,0.609,0.93,11.8,0.123,0.762,0.394,15.17,15.2,0.346,0.417,1,0.2,101.3,100,83.33,99,0.27,2021-10-29
150,22100076,1610612757,Trail Blazers,POR,Portland,240:00:00,107.7,109.9,91.1,92.9,16.7,17,0.512,1.5,15,0.344,0.877,0.602,13.587,13.9,0.515,0.528,1,0.2,102.04,100,83.33,101,0.588,2021-10-29
151,22100076,1610612746,Clippers,LAC,LA,240:00:00,91.1,92.9,107.7,109.9,-16.7,-17,0.5,1.31,13.7,0.123,0.656,0.398,12.866,13.1,0.477,0.489,1,0.196,102.04,100,83.33,99,0.412,2021-10-29
152,22100077,1610612747,Lakers,LAL,Los Angeles,240:00:00,113.7,120.2,105.6,108.6,8.1,11.6,0.522,1.09,17.9,0.462,0.615,0.549,22.133,23.4,0.619,0.639,1,0.194,97.54,93.5,77.92,94,0.559,2021-10-29
153,22100077,1610612739,Cavaliers,CLE,Cleveland,240:00:00,105.6,108.6,113.7,120.2,-8.1,-11.6,0.757,1.87,20,0.385,0.538,0.451,15.677,16.1,0.494,0.522,1,0.201,97.54,93.5,77.92,93,0.441,2021-10-29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-19
