,Date,Away_Team,Away_Prob_538,Home_Team,Home_Prob_538,Home_Odds,Away_Odds,Home_Prob_Implied,Away_Prob_Implied,Home_KC,Away_KC,Home_Bet,Away_Bet,Home_Payoff,Away_Payoff,Home_Prob_Prop,Away_Prob_Prop,Home_Prob_Combined,Away_Prob_Combined,Home_KC_Combined,Away_KC_Combined,Home_Bet_Combined,Away_Bet_Combined,Home_Payoff_Combined,Away_Payoff_Combined,Won_Bet_538,Money_Tracker_538,Won_Bet_Combined,Money_Tracker_Combined
4,2021-12-11,Kings,0.27,Cavaliers,0.73,-275.0,225.0,0.7333333333333333,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.747606272603915,0.252393727396085,0.7388031363019575,0.2611968636980425,0.0025639701415425768,0.0,0.0,0.0,0.0,0.0,-1,105796.10498469166,-1,105845.9567551724
5,2021-12-11,Nuggets,0.44,Spurs,0.56,-104.0,-112.0,0.5098039215686275,0.5283018867924528,0.012800000000000018,0.0,1299.4532834594386,0.0,1249.4743110186907,0.0,0.627671324596906,0.372328675403094,0.5938356622984531,0.40616433770154703,0.02142809388610553,0.0,2208.626253993808,0.0,2123.6790903786623,0.0,0,104496.6517012322,0,103637.3305011786
6,2021-12-11,Warriors,0.43,76ers,0.57,126.0,-148.0,0.4424778761061947,0.5967741935483871,0.02859126984126983,0.0,2902.579646368191,0.0,3657.2503544239207,0.0,0.3674406895504849,0.632559310449515,0.4687203447752424,0.5312796552247575,0.005883728094449195,0.0,606.4448107158835,0.0,764.1204615020132,0.0,1,108153.90205565613,1,104401.45096268061
0,2021-12-12,Bucks,0.58,Knicks,0.42,190.0,-230.0,0.3448275862068966,0.696969696969697,0.014342105263157887,0.0,1551.1546479034885,0.0,2947.193831016628,0.0,0.555200905372201,0.44479909462779904,0.4876004526861005,0.5123995473138995,0.02723956005195339,0.0,2843.8495930090053,0.0,5403.31422671711,0.0,0,106602.74740775264,0,101557.6013696716
1,2021-12-12,Nets,0.78,Pistons,0.22,315.0,-400.0,0.2409638554216868,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.35750302455578903,0.6424969754442109,0.2887515122778945,0.7112484877221055,0.00786979269655803,0.0,821.6177762961653,0.0,2588.0959953329198,0.0,-1,106602.74740775264,0,100735.98359337544
2,2021-12-12,Mavericks,0.65,Thunder,0.35,146.0,-174.0,0.4065040650406504,0.635036496350365,0.0,0.005125000000000003,0.0,0.0,0.0,0.0,0.5370728377484771,0.4629271622515229,0.44353641887423856,0.5564635811257614,0.007799622468375589,0.0,814.2919026595357,0.0,1188.8661778829226,0.0,-1,106602.74740775264,0,99921.69169071592
3,2021-12-12,Pelicans,0.37,Spurs,0.63,-132.0,112.0,0.5689655172413793,0.4716981132075472,0.017700000000000004,0.0,1914.3240663851136,0.0,1450.2455048372076,0.0,0.692320886085016,0.30767911391498404,0.6611604430425079,0.338839556957492,0.02673652848232733,0.0,2791.332367260009,0.0,2114.6457327727344,0.0,1,108052.99291258985,1,102036.33742348867
4,2021-12-12,Timberwolves,0.38,Trail Blazers,0.62,-120.0,102.0,0.5454545454545454,0.4950495049504951,0.020500000000000008,0.0,2217.1549921409514,0.0,1847.6291601174594,0.0,0.6759685251397041,0.32403147486029593,0.647984262569852,0.35201573743014797,0.028195672206709307,0.0,2943.669089248578,0.0,2453.057574373815,0.0,0,105835.8379204489,0,99092.66833424008
5,2021-12-12,Magic,0.14,Lakers,0.86,-590.0,440.0,0.855072463768116,0.1851851851851852,0.004249999999999974,0.0,0.0,0.0,0.0,0.0,0.8309219584466501,0.16907804155334993,0.845460979223325,0.15453902077667495,0.0,0.0,0.0,0.0,0.0,0.0,-1,105835.8379204489,-1,99092.66833424008
0,2021-12-13,Warriors,0.46,Pacers,0.54,156.0,-186.0,0.390625,0.6503496503496503,0.030641025641025645,0.0,3242.918623459909,0.0,5058.953052597459,0.0,0.40366147866723706,0.5963385213327629,0.4718307393336185,0.5281692606663815,0.01665758755561406,0.0,1650.6447988970292,0.0,2575.005886279365,0.0,0,102592.919296989,0,97442.02353534305
1,2021-12-13,Heat,0.36,Cavaliers,0.64,-210.0,176.0,0.6774193548387096,0.3623188405797101,0.0,0.0,0.0,0.0,0.0,0.0,0.6392070412223579,0.3607929587776421,0.639603520611179,0.3603964793888211,0.0,0.0,0.0,0.0,0.0,0.0,-1,102592.919296989,-1,97442.02353534305
2,2021-12-13,Kings,0.29,Raptors,0.71,-194.0,162.0,0.6598639455782311,0.3816793893129771,0.018424999999999973,0.0,1950.025313684268,0.0,1005.1676874661175,0.0,0.673070578417006,0.32692942158299393,0.6915352892085029,0.3084647107914969,0.011639218784124815,0.0,1153.3612466449374,0.0,594.516106518009,0.0,1,103598.08698445512,1,98036.53964186106
3,2021-12-13,Rockets,0.13,Hawks,0.87,-700.0,500.0,0.875,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.788640597584787,0.21135940241521306,0.8293202987923936,0.1706797012076065,0.0,0.0006019551811409728,0.0,0.0,0.0,0.0,-1,103598.08698445512,-1,98036.53964186106
4,2021-12-13,Bucks,0.45,Celtics,0.55,-110.0,-106.0,0.5238095238095238,0.5145631067961165,0.006875000000000006,0.0,727.6213857030867,0.0,661.4739870028062,0.0,0.643128485599736,0.35687151440026393,0.5965642427998681,0.40343575720013203,0.01909811373496537,0.0,1892.4830501485183,0.0,1720.4391364986532,0.0,1,104259.56097145793,1,99756.97877835971
5,2021-12-13,76ers,0.46,Grizzlies,0.54,130.0,-154.0,0.43478260869565216,0.6062992125984253,0.023269230769230775,0.0,2462.718536225831,0.0,3201.5340970935804,0.0,0.652583930166638,0.34741606983336204,0.5962919650833189,0.40370803491668106,0.03571841535496477,0.0,3539.433086194152,0.0,4601.263012052398,0.0,1,107461.09506855151,1,104358.24179041211
6,2021-12-13,Hornets,0.25,Mavericks,0.75,-142.0,120.0,0.5867768595041323,0.4545454545454545,0.049375,0.0,5225.644497322163,0.0,3680.0313361423687,0.0,0.537071934096322,0.462928065903678,0.6435359670481611,0.35646403295183904,0.017169630032068714,0.0,1701.384454189393,0.0,1198.1580663305585,0.0,1,111141.12640469387,1,105556.39985674268
7,2021-12-13,Wizards,0.26,Nuggets,0.74,-200.0,168.0,0.6666666666666665,0.373134328358209,0.0275,0.0,2910.485542812345,0.0,1455.2427714061726,0.0,0.6628236197360029,0.3371763802639971,0.7014118098680014,0.2985881901319985,0.013029428700500542,0.0,1291.120856803329,0.0,645.5604284016645,0.0,1,112596.36917610005,1,106201.96028514433
8,2021-12-13,Suns,0.6,Clippers,0.4,130.0,-154.0,0.43478260869565216,0.6062992125984253,0.0,0.0,0.0,0.0,0.0,0.0,0.477576240946984,0.5224237590530161,0.43878812047349197,0.561211879526508,0.0008858343354838199,0.0,0.0,0.0,0.0,0.0,-1,112596.36917610005,-1,106201.96028514433
